song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Like I'll Never Love You Again,Carrie Underwood,spotify:track:7utpHSZSjZY0u4OqeSNR9G,0.487,0.536,-6.115,0.0268,0.494,8.19e-06,0.196,0.294,139.999,216093
Tell Him (Duet with Barbra Streisand),"Barbra Streisand, Céline Dion",spotify:track:1jeWrScZZuhw3b55T1fv4O,0.261,0.38,-9.148,0.0491,0.623,0.0,0.105,0.0793,74.463,291160
Outer Space,Yelawolf,spotify:track:5W1Qt1tvO4OESyz7up2dkW,0.745,0.973,-3.375,0.16,0.0843,0.00572,0.331,0.429,117.03,241213
Forever (feat. Santigold & 1st),"ILOVEMAKONNEN, Santigold, 1st",spotify:track:75ZhVIEfWD4bIz82ZnM8kP,0.61,0.525,-4.902,0.0485,0.377,0.0,0.265,0.196,144.355,280000
Pusher Love Girl,Justin Timberlake,spotify:track:773hekg7UEdbGvv3lJ3CmV,0.485,0.441,-8.248,0.0775,0.466,0.000936,0.485,0.511,140.009,482360
Never Have to Be Alone,CeCe Winans,spotify:track:73jhZZreWFHhDHInPPor8s,0.646,0.302,-8.825,0.0298,0.711,1.01e-05,0.166,0.402,118.009,227335
You Got The Love (WYM151) - Official 2017 Remode,Dr. Shiver Candi Staton,spotify:track:4dEMYwUZ1hSxChoJn97NLd,0.602,0.935,-5.089,0.228,0.00012,0.0713,0.219,0.282,129.981,181000
Native Puppy Love,The Halluci Nation,spotify:track:53ByYZu6zObvhYEmtqItC2,0.536,0.76,-7.075,0.202,0.02,0.00138,0.111,0.0792,130.012,223587
High on Love (Lucas Estrada Remix),"Art Felixx, Lucas Estrada",spotify:track:07hAOo6bMCKDN7gA07lxkT,0.621,0.754,-4.772,0.0289,0.505,1.12e-05,0.1,0.26,114.964,198304
Fool In Love,Rihanna,spotify:track:44fouNXjaqIoI6PVgiGQqw,0.44,0.685,-5.582,0.0473,0.045,4.07e-06,0.31,0.0433,111.835,255853
Bukowski,Modest Mouse,spotify:track:27QCaXOhT6qY0NT6tv5IZ6,0.622,0.413,-9.975,0.0457,0.0839,0.00235,0.131,0.52,130.166,254667
Love's Glory,Christof van der Ven,spotify:track:691BIHCVbe6ost2Lj7Zpv4,0.422,0.364,-13.447,0.0306,0.697,0.0282,0.125,0.226,170.197,223813
Young Love (feat. Laura Marling),"Mystery Jets, Laura Marling",spotify:track:5Bp3OmGILMam5w6KnafdKY,0.63,0.942,-5.186,0.0869,0.141,2.12e-06,0.0958,0.753,136.155,202293
To Know Him Is To Love Him - Live,Amy Winehouse,spotify:track:0wIuNdGPbzapCuHYSI3ho5,0.474,0.195,-8.801,0.0499,0.934,4.24e-05,0.0859,0.385,170.12,144080
Love Bites (So Do I),Halestorm,spotify:track:6RWArMm7oXa5WAzpqIjLg1,0.536,0.966,-2.037,0.137,0.00116,0.00531,0.173,0.379,125.008,192008
Something,Girl's Day,spotify:track:2OafHc3DmFE49MqNhQMi0z,0.813,0.683,-3.813,0.0285,0.179,0.0,0.0748,0.668,107.95,200705
Dumb Love,Sean Kingston,spotify:track:10QJkBWQJXPr3TYaPuH6gR,0.758,0.646,-3.662,0.0724,0.356,0.0,0.473,0.876,128.031,186773
Glory Come Down,Derek Johnson,spotify:track:0w5nIvKbEt0mMajyUY6f2C,0.274,0.364,-9.659,0.0313,0.601,0.0,0.0868,0.192,127.572,343960
Young In Love,"Borgeous, Karmin",spotify:track:2emPnakpxMOqYTVHRxrGFC,0.65,0.919,-6.403,0.0713,0.103,1.88e-06,0.184,0.497,103.006,238885
All I Want To Do,Sugarland,spotify:track:1mJ05BN0So26a14iib85aI,0.709,0.725,-4.999,0.0556,0.208,4.54e-05,0.158,0.759,97.046,213360
Silk,Wolf Alice,spotify:track:5z75fXqSd5jhRsV543Trxh,0.537,0.407,-9.657,0.0284,0.371,0.00704,0.144,0.208,86.009,243987
Who's That Chick ? (feat. Rihanna),"David Guetta, Rihanna",spotify:track:7dMhg0FKfjlFKOPEHBsZUp,0.675,0.601,-4.733,0.116,0.00372,0.0,0.0458,0.931,127.938,201040
Somebody Loves Somebody,Céline Dion,spotify:track:5kQa6wV6iZVghJouvWYsiw,0.644,0.845,-5.013,0.0425,0.0323,0.0,0.126,0.387,104.96,220480
Can't Help Falling In Love - with The Royal Philharmonic Orchestra,"Elvis Presley, Royal Philharmonic Orchestra",spotify:track:2ngw7MmwpILhG1x43Qutvd,0.0899,0.444,-9.748,0.0375,0.87,0.00548,0.192,0.136,67.232,198600
Problems,Night Lovell,spotify:track:7aTcOTDyKRRtz3ZHSqQJ93,0.737,0.579,-11.241,0.0564,0.663,0.0914,0.105,0.461,110.033,181102
Forget About Me,Night Lovell,spotify:track:6RfNQFc9b0c9ZbdmiLyZkh,0.697,0.893,-2.153,0.0459,0.111,0.000484,0.272,0.176,114.968,170396
Bigger Than Love - Edit,"Ilan Bluestone, Giuseppe De Luca",spotify:track:2B2vjMTHkOlIZsq67fJPd9,0.606,0.801,-6.318,0.0812,0.0148,0.00596,0.0466,0.267,130.037,245077
Must Be The Love - Shogun Edit,"ARTY, Nadia Ali, BT",spotify:track:70HgbIpdsoK2EfmN10P4lM,0.53,0.883,-3.658,0.0972,0.0169,0.000105,0.0855,0.2,130.104,250702
Shy Guy,Diana King,spotify:track:3ldG6XCLDXxWg1N6XhrSKo,0.714,0.825,-5.447,0.0751,0.0128,0.000569,0.049,0.751,94.074,258560
Find a Way,A Tribe Called Quest,spotify:track:2MAaiV0bbeq4FpSwPe2rR8,0.773,0.581,-8.466,0.432,0.0352,0.0,0.485,0.711,94.093,203067
The One That You Love,Air Supply,spotify:track:3FDAd5vW4P7xe1GBNOLyfD,0.396,0.479,-8.072,0.0268,0.728,9.51e-06,0.102,0.184,109.973,259000
Find My Love,Thomas David,spotify:track:0pjDAlAT0KZXC8ATqmZVJD,0.57,0.625,-6.232,0.0278,0.0264,0.0,0.211,0.418,90.966,226680
Freeway of Love - Single Mix,Aretha Franklin,spotify:track:0RaY0juzXaCUDZ7SWGn85j,0.738,0.921,-4.908,0.124,0.33,2.09e-06,0.066,0.668,125.436,246693
Love the Way You Hate Me,Like A Storm,spotify:track:6h8TvDRaMTRfe2TIG6dqpH,0.481,0.818,-4.95,0.0403,0.00162,0.000371,0.0841,0.098,160.012,289177
Strange Encounter,Father John Misty,spotify:track:6VD93g1xStRLk5TWJk4eAj,0.3,0.801,-6.05,0.058,0.646,0.00521,0.235,0.299,183.933,259360
Why Don't U,"Father, ABRA, ILOVEMAKONNEN",spotify:track:3jnCjSOAMMenUu0ZDEZbIi,0.886,0.346,-13.281,0.0726,0.0345,0.249,0.11,0.122,120.026,228075
Beatiful Love,Tomppabeats,spotify:track:7GPxO1sEVCo1ZFuZ6NgSdV,0.838,0.439,-12.109,0.0891,0.614,0.912,0.112,0.773,76.434,50196
"I Like It, I Love It",Tim McGraw,spotify:track:4K9GnqBxvR2Q7D1TV8WyC2,0.643,0.961,-5.298,0.0315,0.0196,0.0,0.948,0.96,124.027,205707
Hey Lover,"LL Cool J, Boyz II Men",spotify:track:1B2LQNHWMrQ9k9aO0rK5Ml,0.707,0.421,-12.399,0.0743,0.35,0.0,0.112,0.557,88.1,284693
Crazy Little Thing Called Love,Michael Bublé,spotify:track:1RYzDEcBam49OzcAP9YvdX,0.596,0.844,-4.319,0.0607,0.131,1.8e-06,0.173,0.872,155.05,189667
Back to My Love,"Becky Hill, Little Simz",spotify:track:47MQM8HnhmsojJcvakgOyb,0.609,0.729,-5.344,0.0614,0.166,1.61e-06,0.106,0.348,76.316,235294
I Went To The Store One Day,Father John Misty,spotify:track:1UDrjWvKvEuqeVVEBhbosm,0.31,0.141,-17.136,0.0401,0.782,2.44e-05,0.115,0.237,147.577,266053
Anyone Who Knows What Love Is (Will Understand),Irma Thomas,spotify:track:6L2woktiAuW35BrcROmhW5,0.389,0.29,-11.868,0.0393,0.406,3.97e-05,0.0758,0.158,185.007,181293
Working for the Weekend,Loverboy,spotify:track:35k31HZI4z9PbBOioaI4dZ,0.515,0.766,-12.768,0.0343,0.0249,0.00103,0.455,0.774,146.911,221000
Let Me Put My Love Into You,AC/DC,spotify:track:5XeMsYb1rWxQL1bUUaZajn,0.4,0.902,-4.385,0.0523,0.115,0.000116,0.139,0.632,105.659,255267
The Power of Love - Radio Edit,Céline Dion,spotify:track:5D2LOMq1icc8fjH3seI4qa,0.534,0.512,-8.933,0.03,0.393,0.000442,0.252,0.22,140.068,286560
Every Little Thing,Carlene Carter,spotify:track:1NpcXmiVJpDsdaOEejWgTC,0.63,0.937,-4.839,0.0372,0.39,2.16e-06,0.103,0.834,148.826,194386
The Ideal Husband,Father John Misty,spotify:track:0tK9c4PJjQXeZ1lHKEtcME,0.484,0.873,-4.094,0.0432,0.00185,2.65e-06,0.417,0.394,133.847,215373
Love's On The Way,Sebastian Kole,spotify:track:5jH9lZ9RlaSzSIil7KFsJV,0.432,0.808,-3.868,0.0879,0.00323,0.0,0.359,0.354,92.712,259063
Same Old Love - Grey Remix,"Selena Gomez, Grey",spotify:track:0OufsCd9tCvEoAsXK7uJRW,0.721,0.834,-4.616,0.169,0.0326,0.0,0.314,0.534,105.048,172787
"I'll Never Love This Way Again - From ""Barcelona - A Love Untold""",Jona,spotify:track:6tZyIBjNuWIMPClJAtobnJ,0.227,0.246,-10.684,0.0442,0.791,3.61e-06,0.164,0.16,66.14,269793
End of the World,Night Riots,spotify:track:4DefqES1oDO6CuaUivb0I4,0.548,0.929,-3.893,0.0452,0.000257,1.02e-05,0.727,0.523,142.018,227880
Your Love (feat. Fabian James),"Antics, Fabian James",spotify:track:5ujPymeFcein3OT0QLkNKc,0.629,0.888,-4.765,0.0674,0.392,1.83e-05,0.237,0.181,134.982,256013
Our Demons (feat. Aja Volkman),"The Glitch Mob, Aja Volkman",spotify:track:3iFjScPoAC21CT5cbAFZ7b,0.521,0.875,-5.79,0.0452,0.000775,0.0277,0.142,0.299,144.04,316312
On the Wings of Love,"James Reid, Nadine Lustre",spotify:track:4Drc8yeTwVcynLWEd6aLNM,0.52,0.353,-11.204,0.0284,0.576,0.000114,0.117,0.11,123.942,250032
Love To Feel ft Khai - Laetho Remix,"Bronze Whale, Laetho",spotify:track:0kc1yVFVODppsgZXRUEIWW,0.656,0.553,-7.406,0.0317,0.0583,0.378,0.252,0.278,142.999,205755
"A Love Supreme, Pt. I – Acknowledgement",John Coltrane,spotify:track:0CLbmkYmQIWiEwnsbOkLpd,0.37,0.586,-13.468,0.0581,0.485,1.96e-06,0.348,0.519,121.573,462867
Mad Me - Love Edition,Popcaan,spotify:track:5Y6CBqmxJtf8bgs4Dc3DTh,0.599,0.656,-5.409,0.248,0.0965,0.0,0.0392,0.553,85.941,209345
Christmas (Baby Please Come Home),Darlene Love,spotify:track:46pF1zFimM582ss1PrMy68,0.325,0.759,-7.146,0.053,0.395,0.000362,0.0773,0.36,126.627,166453
I'm so in Love with You (feat. Seth Avett),"Jill Andrews, Seth Avett",spotify:track:1uGwCbelG6h8hdcCPFSN1Z,0.527,0.15,-10.357,0.0302,0.876,0.0,0.125,0.269,93.048,226968
Real Love,Massari,spotify:track:3nGXB8ont9S0MRKv5NLFfO,0.385,0.555,-7.44,0.21,0.492,2.67e-05,0.101,0.453,78.734,275587
What Do You Love - Zac Samuel Remix,"Seeb, Jacob Banks, Zac Samuel",spotify:track:7sZZG87tMAgXjCQvamMFb4,0.637,0.958,-4.697,0.0593,0.0308,1.25e-05,0.335,0.612,118.033,183547
Love You,SiR,spotify:track:7p8GWclbwHuUxwom7c1oRz,0.502,0.455,-14.587,0.549,0.718,0.00135,0.225,0.323,72.295,186000
약속 EXO 2014,EXO,spotify:track:60e7UzYJuelsmETRtdsKtX,0.56,0.73,-5.122,0.0804,0.264,0.0,0.383,0.428,111.014,286672
Bum Bum Bum,Cass McCombs,spotify:track:5Ob2Wt2IifgoFrSFrBnRZJ,0.509,0.508,-11.33,0.0319,0.74,0.305,0.0979,0.366,79.923,299671
Share Your Love,TRACES,spotify:track:5DftjTDXEH4MjeZwc42o0C,0.453,0.573,-7.281,0.0948,0.14,0.0,0.171,0.167,138.802,269508
Jesus Loves Me,Chris Tomlin,spotify:track:0zTxEcZA1O9f650STiGuRW,0.371,0.613,-3.788,0.0309,0.0779,0.0,0.135,0.311,81.838,211507
Why I Love You,MAJOR.,spotify:track:0g1UzWISKHt7elmoM9TsAh,0.363,0.214,-10.348,0.0332,0.683,0.0,0.122,0.21,80.354,235907
Animal Heart,Courage My Love,spotify:track:5uoCTXiHiUVs2vnlIS4uyt,0.424,0.893,-5.186,0.103,6.26e-05,0.0566,0.346,0.212,145.141,199253
We're in This Love Together,Al Jarreau,spotify:track:5gdM3wtGyBAaoUWoLWcAoX,0.63,0.539,-7.673,0.039,0.582,9.18e-05,0.639,0.563,158.724,225187
Love the DJ,Flying Pop's,spotify:track:6ejVPvjVTnuijJYchQ5JGv,0.694,0.623,-10.953,0.0319,0.421,0.013,0.106,0.44,100.002,270293
Do It for Your Lover - Eurovision 2017,Manel Navarro,spotify:track:1wwcsua0ofpGmmPaTRg1SX,0.656,0.768,-4.117,0.0512,0.0133,4.94e-06,0.106,0.881,169.94,182282
It’s All Love,"Belly, Starrah",spotify:track:6M3WmWreNd0RnyU9K7IAfY,0.538,0.788,-5.272,0.318,0.582,0.00106,0.109,0.323,150.352,233360
I Don't Wanna Love Somebody Else,A Great Big World,spotify:track:5XY2CyLE68jlt7nNj5ygVh,0.495,0.22,-11.16,0.0355,0.847,1.4e-06,0.0957,0.345,126.618,163960
Guilty,Newsboys,spotify:track:7IfKANniOvu7eDUcagKR1i,0.552,0.902,-4.561,0.0407,0.00554,0.0,0.18,0.388,132.016,219400
Where My Love Goes,Lawson,spotify:track:78X4triDM598ZgVyj1cUQ2,0.566,0.781,-4.316,0.0411,0.0397,0.0,0.398,0.391,160.076,220963
Already Loved,Wilderado,spotify:track:0tMWvv48HYHJ856nH8QKXZ,0.508,0.577,-7.506,0.0449,0.00548,0.00135,0.119,0.432,149.799,206520
Let Me Love You,"DJ Rebel, Mohombi, Shaggy",spotify:track:72fqoTnhBiP6huckAEbW4n,0.621,0.912,-2.444,0.036,0.148,2.38e-05,0.149,0.717,102.008,212227
A Sunday Kind Of Love,Ruth Cameron,spotify:track:5MtTR1jjNpaYbutc0ZY6hp,0.537,0.178,-12.223,0.0464,0.94,8.83e-05,0.115,0.299,125.649,292973
I Love Myself Today,Bif Naked,spotify:track:7CcleN0RUAlPx9IDr0qPK6,0.547,0.909,-4.31,0.069,0.00588,0.0,0.255,0.65,119.835,209817
Blind - Radio Edit,Hercules & Love Affair,spotify:track:2acK24b60RQD2zBpW0Zsrw,0.716,0.914,-6.907,0.0341,0.00542,0.000218,0.0504,0.69,118.579,345560
Love Come Down (feat. Konshens),"Major Galore, Konshens",spotify:track:62l093GgTgpEZvOgKdIGgv,0.722,0.716,-5.413,0.117,0.497,6.2e-05,0.136,0.703,93.415,195320
Sky’s The Limit,Yelawolf,spotify:track:1wQXDnkLWPqcCocK6wRewD,0.743,0.83,-3.957,0.228,0.238,0.0,0.327,0.512,80.014,268773
Runaway Love,Justin Bieber,spotify:track:1xgN9KBVVoTNygpYjpXnvH,0.754,0.65,-6.046,0.0316,0.0833,0.0,0.177,0.924,104.023,212573
One Love,Blue,spotify:track:2W5acFzXf5FrktecuD30Or,0.683,0.722,-4.039,0.0358,0.0243,4.2e-05,0.35,0.854,95.012,207187
Love And Happiness,Marc Broussard,spotify:track:5fMInRpERS8jP2zPz6QyUI,0.884,0.469,-9.852,0.0372,0.0269,0.00111,0.073,0.897,94.345,278147
Unconditional Love,2Pac,spotify:track:4ZYnW4A42Mn1QUbG9pPjKh,0.663,0.631,-9.275,0.34,0.437,6.57e-06,0.113,0.683,82.658,238320
Stadium Love,Metric,spotify:track:73PtlKAy67oP9EGeK1fZPi,0.407,0.971,-3.54,0.105,0.0245,3.06e-06,0.355,0.0754,124.503,253693
Rest Your Love,The Vamps,spotify:track:1DDODt4dJv9LIhc98VJhmL,0.69,0.77,-6.149,0.0324,0.012,0.0,0.56,0.927,136.981,196369
I Want to Know What Love Is,Amason,spotify:track:3HszEQiMdPTNcglWcnMGk3,0.268,0.56,-6.734,0.0471,0.521,0.207,0.0782,0.334,178.766,246999
Made to Love,John Legend,spotify:track:6sG1DT48gqCZ9P2QRDnPk1,0.607,0.639,-6.099,0.0285,0.0348,0.00785,0.0927,0.359,107.006,240347
Limit of Love,Boy & Bear,spotify:track:4CI0G5Ww0eFaeYSOrH8fAq,0.729,0.643,-8.105,0.0306,0.146,2.43e-06,0.0989,0.902,114.319,211755
Haven't Met You Yet,Michael Bublé,spotify:track:0VIiyb6ebpMipzEGMbjqKG,0.615,0.733,-4.808,0.0335,0.152,0.0,0.109,0.796,122.58,244587
Let’s Make The Most Of A Beautiful Thing,Erin Boheme,spotify:track:5J9HpmdD39jux3zfpFP2mi,0.314,0.195,-12.076,0.0316,0.929,0.00146,0.151,0.104,112.331,279347
"Hold On, We're Going Home - Live [Live]",Lykke Li,spotify:track:7dnUCIIZgKKIgsKGAB6kxJ,0.234,0.398,-10.948,0.0317,0.672,0.00474,0.171,0.219,138.493,304398
Are You Lonesome Tonight? (feat. Paul Buchanan),"Chris Botti, Paul Buchanan",spotify:track:7FWEDbQYuQtR1DhATgXxRg,0.346,0.051,-17.526,0.037,0.927,0.00013,0.111,0.128,111.321,240120
"i hate u, i love u (feat. olivia o'brien) - Oscar's Remix","gnash, Olivia O'Brien, Oscar",spotify:track:5gxgOwv6dkMZmUj5el1pH5,0.624,0.536,-7.246,0.0325,0.145,0.0,0.0906,0.336,92.009,202174
Imaginary Lovers,"GrandBuda, Naadei",spotify:track:3OTFlv5eBQRjwFt6FST8fk,0.678,0.386,-13.973,0.224,0.603,3.09e-05,0.218,0.535,96.929,197938
4 Real,"Destructo, Ty Dolla $ign, ILOVEMAKONNEN",spotify:track:38HANNejGF4N8V4tLKf6J7,0.806,0.695,-6.22,0.0452,0.0139,4.14e-05,0.105,0.73,128.019,239491
I'm A Freak,"Enrique Iglesias, Pitbull",spotify:track:1gr4UWwhDYK3V6NW62ioWM,0.707,0.816,-3.312,0.0565,0.0421,0.0,0.114,0.776,127.954,219013
Love of My Life,Daya,spotify:track:54hPigwk5o6eo5vHNhjS7r,0.794,0.666,-4.236,0.0397,0.186,0.000287,0.267,0.589,123.008,191782
Candy,Plan B,spotify:track:2cRtuTadVm0JzoW4NNTIqI,0.897,0.867,-3.733,0.109,0.245,0.0,0.529,0.594,96.003,207500
Dying to Know,Tegan and Sara,spotify:track:2suaNbZcYd56kZIsafn8cx,0.696,0.839,-6.338,0.0726,0.0142,1.07e-05,0.135,0.669,94.011,217373
You & I (Nobody in the World),John Legend,spotify:track:0uOWBM3wtPkcPWRZIX7tej,0.456,0.342,-8.162,0.0283,0.129,0.0,0.124,0.224,84.088,252653
Here Comes Love,Eric Paslay,spotify:track:6V0sfspDzuLdLSvSXi5W8g,0.577,0.837,-5.978,0.0364,0.0155,0.000236,0.235,0.566,108.027,185773
Everybody Loves Me,OneRepublic,spotify:track:2e42fb37LVhtCOescNb1yN,0.574,0.899,-5.75,0.0846,0.0507,0.0,0.0902,0.679,170.097,218973
Who's Lovin' You,Michael Bublé,spotify:track:1i3QDZbA9jVI7Lg1DA122c,0.534,0.559,-5.22,0.0358,0.567,0.0,0.111,0.746,69.878,176040
Love Hurts,Courage My Love,spotify:track:6EqA9mGymSC14zc82y9Uca,0.5,0.878,-4.48,0.0827,0.000891,7.05e-05,0.274,0.423,124.893,195027
Makin Love,Kevin Gates,spotify:track:313P2oFum86ikac8z3yN2s,0.678,0.796,-5.599,0.41,0.313,0.0,0.816,0.801,134.858,219671
Chandelier Love,Nathan Reich,spotify:track:1ct2wAU6FAIIGhfw8EsnKA,0.433,0.324,-10.831,0.0298,0.814,0.372,0.31,0.298,111.549,263880
Love suprême,"Koriass, Sabrina Halde",spotify:track:7cbRJjFXpEgtFUz2ng4kuo,0.61,0.625,-7.79,0.264,0.0407,0.0,0.0839,0.271,76.867,303373
Change,Yelawolf,spotify:track:5utv22i6vp4lOQt17JAOo8,0.656,0.908,-4.4,0.202,0.127,3.31e-06,0.227,0.256,89.983,192373
Skinny Love,Gavin Mikhail,spotify:track:78wvHiOarfOut310PnUnIr,0.479,0.305,-9.328,0.0509,0.914,0.0,0.148,0.0953,140.086,238505
I Love You,Little Mix,spotify:track:0UR5YpswSYwZvUXVH8xbNC,0.672,0.564,-5.818,0.0312,0.0983,0.0,0.115,0.378,99.979,249427
Young God (feat. Lovelle),"WiDE AWAKE, Lovelle",spotify:track:09rUEla9UWehpFtMYiMFng,0.494,0.579,-6.119,0.035,0.0113,3.87e-05,0.151,0.383,149.964,229277
Accidentally In Love,Counting Crows,spotify:track:4ccM2xBxicGigjLqt6A0YY,0.554,0.927,-3.641,0.0378,0.044,3.32e-06,0.0876,0.81,138.0,188613
Luxurious,Gwen Stefani,spotify:track:3qI2n6X2F5OHZ4FDjpaLs2,0.813,0.724,-3.987,0.0738,0.133,0.0,0.114,0.688,131.05,264920
I Knew This Would Be Love,Imaginary Future,spotify:track:6r44uyKRo3jKFRkThTZBXu,0.643,0.117,-13.048,0.0355,0.958,0.000342,0.108,0.501,120.611,210202
That's What Makes This House a Home,Holley Maher,spotify:track:08t7R5wVPqGfuSYihdHh2E,0.678,0.361,-11.507,0.0397,0.528,8.39e-05,0.113,0.661,80.781,143455
Very Special Love,Sarah Geronimo,spotify:track:1epLu7QUe1yZoTRXobXxsl,0.639,0.622,-5.72,0.0268,0.449,0.0,0.259,0.347,100.882,242533
Paint My Love - 2002 Digital Remaster,Michael Learns To Rock,spotify:track:523iOSL6R2OomhVMGcfxdy,0.571,0.622,-4.447,0.0245,0.0186,3.53e-06,0.119,0.231,142.05,229960
Can't Be My Lover (feat. Buju Banton) - Curtis Lynch Remix,"John Legend, Buju Banton, Curtis Lynch Jnr",spotify:track:20jlpY83jcnJcyecYVory3,0.622,0.651,-3.861,0.238,0.0125,0.0,0.301,0.743,79.971,232413
Escape From Love - T-Mass Remix,"Eva Simons, Sidney Samson, T-Mass",spotify:track:3u2X1pHENw3IJlVyGSS3Qy,0.61,0.904,-3.28,0.0884,0.00273,1.98e-05,0.333,0.545,120.038,172369
So Alive,Love and Rockets,spotify:track:6amZm52SfS7d6oCEu9NDMl,0.7,0.569,-13.991,0.0298,0.00545,0.208,0.147,0.924,118.829,257827
Loveless,X Ambassadors,spotify:track:488hQYmk2SYf31tnetVILV,0.327,0.869,-4.37,0.24,0.000894,0.000112,0.112,0.394,142.996,199240
Listen,Beyoncé,spotify:track:279pUgFYUdt2Xiejs8s2Ml,0.445,0.642,-3.869,0.048,0.417,0.0,0.115,0.171,122.48,221547
Let’s Fall In Love,Kristin Chenoweth,spotify:track:6YCIFKFWx0pxMEUl8Vko6l,0.539,0.389,-9.146,0.0361,0.778,3.28e-05,0.149,0.431,118.034,189360
"Is This Love - Live At The Pavillon De Paris, 1977",Bob Marley & The Wailers,spotify:track:5AEOXmZkhtcdfEFtvVsz8z,0.574,0.765,-7.153,0.0593,0.00408,0.029,0.965,0.565,137.241,447573
I Need You More,"Bethel Music, Kim Walker-Smith",spotify:track:6Lmdw6mo7Xg8QViRIai34e,0.446,0.467,-6.684,0.0306,0.00572,0.0,0.111,0.184,130.08,541213
Spread Love,Mick Jenkins,spotify:track:4bbwbYc445zAkpxC5LYPwU,0.428,0.438,-11.046,0.452,0.313,0.0,0.162,0.216,61.675,233015
Stress No More,Justin Love,spotify:track:0X1GprmbIDOcvIyZP9xLoV,0.693,0.291,-12.822,0.0793,0.0913,0.0,0.0864,0.722,97.041,150309
Scars - Acoustic Version,Papa Roach,spotify:track:08hGApB6gFxuubS9wfZuMy,0.583,0.412,-9.124,0.0316,0.319,0.0,0.158,0.514,86.018,190800
"I Like It, I Love It",Tim McGraw,spotify:track:410J2kbUbXDTadnS0WOGty,0.643,0.961,-5.298,0.0315,0.0196,0.0,0.948,0.96,124.027,205707
Love You 'Till the End,The Pogues,spotify:track:2WTgDM0RGMG0v9nA7yc6uW,0.554,0.396,-13.366,0.0294,0.0113,0.00259,0.112,0.391,138.191,272106
Fake Love (Remix),DaJohn,spotify:track:1EBQYcl5wT9nWBmDcdDXki,0.823,0.524,-10.439,0.26,0.0481,0.0,0.0867,0.774,134.824,213736
It's A Small World,We Love Disney Artists,spotify:track:376VNSWbk1HYwZgLuod5ai,0.408,0.437,-6.632,0.0466,0.524,0.0,0.255,0.487,118.965,183787
My Love 4 U,Ariana DeBoo,spotify:track:4Y5AYpCgIrgWJ5eyNv1Pyi,0.525,0.233,-9.597,0.0601,0.706,0.000174,0.109,0.201,129.208,246095
The Nigga Ya Love To Hate,Ice Cube,spotify:track:3Mzqw2mz9YMKjjCEmypYfZ,0.857,0.721,-12.702,0.341,0.118,0.0,0.178,0.594,109.806,193200
Stereo Love - Original,"Edward Maya, Vika Jigulina",spotify:track:1aklRy3btsbucImSXvR2SY,0.781,0.787,-5.358,0.0383,0.0392,0.0127,0.0745,0.341,127.038,248667
Riptide,Vance Joy,spotify:track:423RKXolCbgBbkF8WanOwA,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,204280
Body In A Box,City and Colour,spotify:track:70FCTL4sRp0eUqwVxnwHqo,0.468,0.469,-7.565,0.0269,0.349,3.98e-05,0.057,0.319,132.845,252160
Jupiter Love,Trey Songz,spotify:track:3zaEnyKuvkDhoEU8aM4r4m,0.478,0.483,-8.985,0.0842,0.233,0.0,0.16,0.351,105.7,274027
Modern Love,Mother Mother,spotify:track:4WlEeDc0Z2x1wk1LspmT6N,0.584,0.833,-4.894,0.0405,0.00068,5.39e-06,0.329,0.49,131.023,191347
Higher Love,Alex Vargas,spotify:track:0rwUCd1x57pMbzlYBIyggr,0.503,0.551,-7.235,0.039,0.511,2.54e-06,0.128,0.248,113.097,216757
When U Love Somebody,Fruit Bats,spotify:track:1k6HyTZzm0Vk8Cb3LUQUf8,0.723,0.763,-6.366,0.0262,0.122,0.00543,0.343,0.586,120.962,271160
To Love You More - Radio Edit,Céline Dion,spotify:track:1YQ5dmucyGpA5HKMNZ9T3E,0.496,0.596,-6.629,0.0299,0.251,0.0,0.219,0.156,120.009,279360
What Makes A Man?,City and Colour,spotify:track:6Lsvmlon57Az5kU2yhIlVg,0.431,0.303,-9.659,0.0286,0.921,0.051,0.141,0.24,136.139,206360
Morning In Love - Kiso Remix,"Addal, Lisa May, Kiso",spotify:track:7DqfC3oFTnC55o9L7vWepn,0.775,0.48,-8.268,0.0363,0.232,0.0339,0.158,0.204,120.038,177000
Looking For Love,"Nick Martin, Nat Dunn",spotify:track:3CIzp3oPhSkSMZjANQPtVV,0.621,0.893,-4.146,0.0431,0.0105,0.000115,0.0994,0.459,105.005,214270
Love Me For A Reason,Boyzone,spotify:track:6ETE0WsD9qIRQabliKuYyd,0.433,0.803,-7.508,0.0578,0.0602,0.0,0.317,0.627,156.128,219347
How Did You Love - Nikö Blank Remix,"Shinedown, Nikö Blank",spotify:track:35OlpFKXlRHrVZRCfrB0x7,0.675,0.785,-7.05,0.0614,0.000724,2.31e-05,0.184,0.368,100.133,195762
O God Forgive Us,for KING & COUNTRY,spotify:track:1K7N8H9mCFtbiNqwvAUkcG,0.261,0.142,-10.961,0.0448,0.726,0.000102,0.0848,0.146,73.451,349674
Love On The Line - Live,Hillsong Worship,spotify:track:29z3ihitUAS0p2QqwNXsyo,0.235,0.496,-6.543,0.0308,0.101,0.0,0.362,0.0741,171.941,296680
